applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
581076,1929379.2000000002,13923,16539,39001
581078,1934716.8,37491,31262,49831
318938,1522176.0,34687,16552,6851
843232,289593.60000000003,44765,5514,7769
581089,2832144.0,46987,23416,10991
318945,646608.0,43185,7567,3439
843235,2433820.8000000003,49994,11714,23759
318954,2609174.4000000004,42684,53071,55501
581100,907507.2000000001,28168,8478,11906
581101,1201545.6,2571,11847,33305
843245,2632694.4000000004,2869,41296,109285
318961,1446028.8,8900,26669,58249
843249,727315.2000000001,43391,5830,14269
318963,2466902.4,21129,26128,96325
843252,1750435.2000000002,29333,23651,19110
318972,660268.8,46207,8145,16682
581120,1918176.0,28332,15769,48150
843264,647596.8,49421,5106,23845
318987,1331808.0,13698,32099,46286
581134,872899.2000000001,9964,16994,9837
318991,2098444.8000000003,19345,28149,58384
843289,1284067.2000000002,22994,25428,22366
843290,1419638.4000000001,,25779,35861
843292,2048006.4000000001,31157,9484,79996
581153,1530739.2000000002,,2685,53876
843302,2444169.6,24859,44289,100544
319018,2321088.0,40416,45316,55812
843310,2668934.4000000004,30566,35042,40170
319022,797126.4,18378,2835,1853
319040,1819267.2000000002,48553,40669,60444
319042,1978502.4000000001,28627,48444,67938
319043,2686848.0,11401,27812,41980
581190,2822803.2,,37027,58739
319050,1030704.0,9834,4525,24942
843348,1859366.4000000001,17472,17234,3033
581205,308160.0,533,6481,11938
581207,2740060.8000000003,32412,41437,7744
843355,209328.0,49307,5216,2735
319068,1188345.6,8005,4999,7339
319070,2579644.8000000003,13627,5545,26229
843362,788198.4,,6314,6598
581220,258787.2,5640,3368,9345
581224,2103206.4,42961,10436,279
843378,1894598.4000000001,45516,38029,78277
581239,551347.2000000001,20685,386,54
319095,1104748.8,12154,9601,27494
843385,2376662.4,24437,17512,74799
319099,944352.0,46219,2104,22424
843388,865728.0,38126,4527,29127
843393,294508.8,29323,3539,8161
319107,407952.0,20604,8527,8916
843395,588220.8,26539,8816,690
581253,645571.2000000001,1570,2704,18882
581251,1633276.8,46842,26276,1585
581255,118627.20000000001,47998,1221,2661
319112,1515561.6,20084,29578,61960
319113,129993.6,44620,3151,3215
843401,2293027.2,24922,48678,15639
843403,665222.4,34984,7451,12709
581257,2062569.6,21950,39205,14007
581260,2228371.2,47027,32131,85174
319117,488880.0,41805,7989,3336
843408,193046.40000000002,47717,2038,3188
319124,1496198.4000000001,8297,28587,22134
843413,462998.4,28263,2386,13851
319129,194361.6,16606,2277,161
319138,920515.2000000001,39694,9081,6369
843427,934454.4,,3778,478
319140,193420.80000000002,19819,4020,3997
581288,1101312.0,17008,5240,11324
581289,417129.60000000003,46076,794,7360
581299,974544.0,40463,4675,2508
843445,1959600.0,49548,37653,20368
843450,688800.0,1920,5319,2842
319163,1571443.2000000002,39380,2097,26995
843457,1098412.8,8614,25771,1968
843458,1239350.4000000001,,1926,46991
319175,79584.0,23434,1023,1077
843467,460128.0,24966,5719,9773
319184,465004.80000000005,4725,1076,7591
319189,1505817.6,9095,11601,20585
319191,1789008.0,41955,9717,18358
581338,1239321.6,44552,8458,14548
843484,204288.0,36942,509,3989
319197,332784.0,22047,7840,10853
581345,2701180.8000000003,42179,25238,88946
319205,1615353.6,5519,36299,12202
319206,2785929.6,21786,16549,60436
843501,1537353.6,24593,891,26711
319214,520531.2,22339,7009,3994
319216,1849526.4000000001,40013,6987,24356
843504,112348.8,,345,2637
319218,2533065.6,22487,7874,104718
581365,1900233.6,40613,7440,10444
319222,534844.8,16457,6928,13464
581368,1504809.6,7404,28901,35596
319225,1516924.8,48895,16711,16007
843524,1475376.0,,12026,47425
581381,2504716.8000000003,31075,21055,84139
319244,1087027.2,29248,2108,33597
843532,2322105.6,21311,21248,27756
843542,742502.4,12532,1329,6504
843546,301315.2,12897,4408,519
581403,2436844.8000000003,8238,33163,68775
843548,1217433.6,1211,21957,29174
581410,850972.8,47192,16880,7874
843562,585129.6,24495,2479,24350
843567,1755830.4000000001,41086,16844,50180
581432,465408.0,,8866,19373
581434,1575139.2000000002,39498,5471,23113
843586,2157868.8000000003,16937,6877,77336
843587,2637657.6,29651,56357,106279
581446,2498400.0,46134,13430,101007
843592,1486032.0,,13417,29665
319306,1672492.8,20961,20179,61292
843594,391776.0,33072,7946,984
319311,1708953.6,17735,32534,32538
581460,1363257.6,35036,4495,8833
843605,2603702.4000000004,39925,28640,77215
581466,2284224.0,9455,21160,73190
319322,985209.6000000001,49989,18225,2491
843622,1450464.0,,17215,42827
581480,1516204.8,25004,30201,48094
581483,2304547.2,15780,2972,82322
843634,148531.2,,1009,2935
319347,1415289.6,6519,17294,43583
843639,746976.0,7381,7280,8589
319351,1996819.2000000002,41922,1453,72112
581499,940137.6000000001,1530,19614,14035
843643,259123.2,,5176,5937
319357,205910.40000000002,34243,886,7018
319367,1188825.6,47537,21222,15935
319371,81283.20000000001,,100,1267
319374,1279785.6,28935,22859,39694
319378,808444.8,43044,8726,10966
581525,799929.6000000001,16438,10968,4586
581529,1561756.8,,1249,23701
581530,2490144.0,41965,15261,24847
843675,2557747.2,46801,26722,34230
319390,2066217.6,35882,28303,27649
581536,719932.8,48886,11049,13685
319393,1935417.6,48852,29077,4120
843687,527280.0,680,993,2420
581545,2653488.0,7103,51250,62740
843690,2105740.8000000003,45006,19397,20069
581557,1917974.4000000001,3361,40709,20246
843703,1971888.0,,36898,67133
581560,2817964.8000000003,18165,31093,64121
581562,1968096.0,16242,21476,58322
581564,2092368.0,,6933,47704
843709,1863705.6,2222,22844,19047
581573,1475990.4000000001,9390,34140,2881
843718,1653926.4000000001,8826,15153,35447
319430,187996.80000000002,38266,4154,3362
319433,994636.8,29738,908,20283
581580,2628000.0,37663,51907,1522
843728,779856.0,19946,6376,19372
581586,1598006.4000000001,18466,9579,52318
319443,2533632.0,33541,55962,8637
319445,2737017.6,2670,55273,86788
319455,786288.0,11857,9779,3539
319457,524908.8,13025,7591,12841
319461,451852.80000000005,46697,4461,4240
843753,2015107.2000000002,42329,7502,83269
319467,67891.2,7779,1242,2764
843759,1340966.4000000001,11271,19690,33239
319473,973180.8,30413,6105,17289
319474,1786732.8,48077,35312,50889
843763,1909171.2000000002,39709,35001,9433
581623,919785.6000000001,47390,2706,11681
843773,969715.2000000001,17859,21899,1093
319486,2833315.2,10845,29855,62604
581631,1963142.4000000001,,16448,39561
843774,415046.4,23278,10064,5824
319492,2868000.0,38379,71474,67749
319493,1353369.6,41679,3698,10354
843781,2501856.0,48984,10213,12426
581642,1566796.8,17149,1344,18777
843790,985334.4,40193,1248,22254
581647,2764752.0,16512,67946,83101
581653,1852694.4000000001,4836,20836,62458
843797,799996.8,11892,14794,33232
843798,915379.2000000001,14479,19538,37972
843803,1689177.6,47962,2987,7406
581667,2240985.6,26094,4576,83210
319525,1316736.0,,8708,19692
319527,1627036.8,16658,22651,66765
843817,2793235.2,29930,67164,115935
319532,1266556.8,23144,4453,31212
843821,2035891.2000000002,3313,10640,72261
843825,2430902.4,9647,44998,46549
843827,315484.80000000005,46792,3401,5070
581684,2574393.6,,39711,75990
843829,1363660.8,9012,6796,20655
319550,2842473.6,43767,5219,17539
319555,2454172.8000000003,34957,50210,71596
581705,921427.2000000001,24258,4473,13309
319563,2785929.6,23624,23881,96201
843852,1962297.6,23390,36147,79647
843859,1155100.8,35656,6205,4377
581715,2111865.6,23127,41332,85681
843865,2576400.0,41961,41981,51327
581726,394857.60000000003,1970,1015,5459
843872,1929283.2000000002,38815,23441,30005
319591,1358044.8,5210,6035,8602
581737,863251.2000000001,8266,10746,30432
581747,2143958.4,10164,20678,27620
581749,2361110.4,25055,21842,3045
843901,1791331.2000000002,20252,36892,21456
319614,714835.2000000001,5603,2909,22054
319615,132816.0,48265,443,3405
843905,1180771.2,16275,12367,17627
843906,1952246.4000000001,22873,33207,19543
319620,1699756.8,49306,31160,44713
843910,1346064.0,28107,9804,43514
581766,773164.8,21340,11008,14857
581779,1168617.6,36618,22725,27954
319635,434044.80000000005,24743,4121,13622
319639,961353.6000000001,47994,17803,20507
843927,1789555.2000000002,20678,38792,8147
319646,775305.6000000001,22706,18587,16048
319651,1234425.6,40662,13125,45953
581800,76848.0,18548,1382,1100
319659,1904784.0,10783,41016,35736
581809,862608.0,29158,1621,15765
581812,2488992.0,49730,41320,58722
319670,176505.6,23644,592,5087
843961,1657036.8,3552,39414,52526
581818,730876.8,42636,6201,13782
319674,2211820.8000000003,47794,41229,89063
581817,1100956.8,27727,26547,40445
581822,2247878.4,2304,16180,20373
319680,679622.4,34354,6859,16272
581827,1789948.8,3830,13848,28149
843974,876892.8,19357,4060,3874
581831,1905427.2000000002,,20629,30674
581832,2656310.4000000004,,60767,102667
428262,1693852.8,12012,11298,1986
319690,2196892.8000000003,14360,7538,14650
319694,2857171.2,28517,10584,87680
843982,541056.0,11685,11312,21186
843984,1187366.4000000001,29932,16901,38719
319697,672537.6000000001,25962,8202,24044
581844,1730697.6,5055,27871,26202
581847,2109523.2,12922,17199,22143
843995,1077062.4000000001,22752,22962,1695
581853,945062.4,21325,18647,32628
319718,2738457.6,27856,63358,50351
581866,1984771.2000000002,35975,28664,37591
844013,1485283.2000000002,16484,44,27582
581869,1137350.4000000001,21418,17858,25610
319729,246729.6,35690,5326,4228
581874,1448707.2000000002,29332,12215,25863
319732,670204.8,24949,5387,9972
844024,1633785.6,16975,34096,35486
581883,1316515.2000000002,11021,28009,2381
844027,2246534.4,46131,2003,22552
581884,1308499.2000000002,31401,10996,43771
319740,1272019.2000000002,30949,29956,38583
844029,2612841.6,28557,22676,35967
844033,641337.6000000001,,12169,1804
844034,2128675.2,15624,36227,60043
319750,949968.0,34488,16213,2865
319752,2722972.8000000003,9673,7008,1940
844044,1501065.6,4304,30649,8717
319758,2241705.6,9375,2954,35870
844049,427027.2,43743,6724,5903
844058,2586076.8000000003,24193,13146,105420
581920,295977.60000000003,,4078,7846
581925,1270838.4000000001,,4906,52884
319782,82310.40000000001,29778,1334,340
319784,1565952.0,5668,14015,9009
844073,578179.2000000001,26806,632,768
844074,2025993.6,12319,12204,50879
319789,2188598.4,40362,39901,50272
844078,2312409.6,7407,46608,66049
319791,67449.6,16727,831,1325
319790,2420217.6,,59410,42895
581940,1736496.0,20506,6369,59165
319797,598003.2000000001,28879,14049,15016
581942,54595.200000000004,49110,945,31
319800,2576217.6,37535,45904,53089
319803,334790.4,25770,216,9802
844092,2782204.8000000003,7361,63336,77552
844094,743952.0,12077,1598,1594
844095,180662.40000000002,,3912,3813
844099,2649715.2,6425,2106,92305
319813,2391868.8000000003,33324,8204,91257
844102,2032118.4000000001,42844,39056,82282
581962,1736832.0,,22758,57246
319826,752841.6000000001,22103,9020,14228
319830,1297536.0,5290,30979,8580
581976,2808825.6,12650,10508,37726
319834,1635187.2000000002,16952,18425,6621
581981,59318.4,13573,64,437
319838,1737513.6,18184,13400,13993
844128,2030419.2000000002,9004,12194,68418
844134,1908105.6,19734,16258,41608
844137,692035.2000000001,10902,9003,3506
319855,166156.80000000002,12469,2762,592
844145,1650950.4000000001,31891,9793,60213
844148,1300022.4000000001,,8437,13348
319860,2526211.2,3837,19350,62467
582006,2228841.6,2592,28439,62301
844153,119260.8,,130,2728
319868,1364995.2000000002,12306,20202,21802
844157,1791360.0,22582,29568,18195
319870,1611465.6,21384,33983,40511
582012,281721.60000000003,,6236,10985
319873,1227177.6,3042,24287,37756
844165,205891.2,47191,97,8094
319878,1925414.4000000001,36825,13915,41801
582024,1687680.0,,4002,52936
844178,2731920.0,22056,67623,92908
319892,2621280.0,31761,55368,69563
844182,489734.4,47563,314,9817
319895,1114483.2,39693,1099,18709
844185,1548547.2000000002,,18931,57195
582042,2386800.0,23705,11991,79572
319904,1000569.6000000001,28700,12541,7528
319907,173884.80000000002,7815,1781,4492
582054,308313.60000000003,36334,671,4868
582058,788995.2000000001,44803,17181,3892
319932,895833.6000000001,7826,17304,35205
582077,1973510.4000000001,24068,14753,9887
844224,518880.0,24699,12331,15220
582085,246614.40000000002,9261,5281,9488
319948,1858051.2000000002,42703,32235,52877
582092,2293574.4,37082,34801,73394
844239,908736.0,26775,15719,28884
844240,1787577.6,6675,43918,51105
844241,649449.6000000001,42880,10653,392
844243,2662636.8000000003,16114,17892,14215
844255,1705296.0,13777,38317,62492
319968,72086.40000000001,11948,812,2479
844261,134428.80000000002,24427,3088,1559
844268,148848.0,45302,2249,5226
844276,2008051.2000000002,26134,16112,10997
582135,2757216.0,48030,63858,104411
319993,962140.8,32047,21389,20634
582139,500188.80000000005,5290,5432,15160
844286,48096.0,39296,1051,953
319999,2850873.6,48992,5205,110992
844290,110054.40000000001,45978,1084,3089
320003,1064726.4000000001,48299,17407,22176
582148,1150032.0,18619,9874,15470
320007,1158940.8,7280,24400,14966
582152,1210742.4000000001,26980,1640,46276
844296,608668.8,40719,7217,3516
582163,1500441.6,48673,12201,45875
320026,378816.0,29175,2417,8153
320027,2168169.6,,18492,7907
582172,2731372.8000000003,46313,40440,4830
582173,1030137.6000000001,35142,16059,13700
582180,417667.2,37018,4144,8500
582183,573465.6,25469,2081,16201
320042,1686988.8,15776,28715,28883
582187,771004.8,14621,15706,20100
844332,1079491.2,33192,449,8547
582189,679516.8,6237,1119,8274
582192,1652323.2000000002,25728,11359,33638
844339,289161.60000000003,,1858,783
320063,2765376.0,27123,68387,53302
844352,2743190.4000000004,,6610,63564
320068,426460.80000000005,27782,498,13286
582216,1506432.0,20656,15299,8280
320073,575491.2000000001,49034,12047,6665
582219,155193.6,3876,3380,3007
320075,1243958.4000000001,,25155,47903
320082,2778854.4000000004,13593,61155,41720
320083,723302.4,15250,1326,16169
844380,554246.4,39326,601,13868
844393,667680.0,35772,6493,6937
582252,2037638.4000000001,28988,22582,50489
582254,519542.4,15241,6204,10526
320111,728064.0,8366,12882,21375
320113,2587612.8000000003,28560,53698,36009
582259,349132.80000000005,9511,1054,11132
582260,1137475.2,,14965,29817
844403,1536489.6,28546,17803,33922
320119,2589763.2,21979,2053,5625
320121,2638444.8000000003,13884,32070,36216
320122,2719756.8000000003,23589,37193,28543
844412,2481216.0,28024,14326,64460
844416,1282598.4000000001,8103,19832,40619
320129,1839225.6,43376,21476,61247
320135,1819929.6,16268,37090,44224
582283,679180.8,3190,12352,25255
582292,1726377.6,46569,10162,25198
582295,2518617.6,3487,30950,46622
844440,2144169.6,16608,45870,28860
320152,2494128.0,8765,9557,10992
582298,1501008.0,28403,800,30904
582301,2123865.6,45806,3765,85626
320165,644428.8,9283,14615,7430
844454,2448604.8000000003,18425,20809,33489
844455,1194249.6,1078,4615,10604
582315,776620.8,,17726,16743
844460,625228.8,19091,14503,24535
844464,2470627.2,12930,50140,59555
582323,431577.60000000003,,3508,4394
320180,2098521.6,42169,9637,62014
844469,1585315.2000000002,28480,7177,17345
844471,2681289.6,3056,1438,96015
320192,390624.0,49038,4576,9256
582337,2504467.2,8100,28078,23381
320194,1200614.4000000001,48371,27899,32878
844485,613708.8,10479,3780,20115
582348,225014.40000000002,7525,542,5936
320218,1351411.2000000002,7483,20603,38584
582362,798316.8,12281,15613,12326
320223,239529.6,10728,47,1159
844512,2429174.4,36626,28183,41361
320224,1589961.6,24761,26576,62315
320228,536467.2000000001,20830,12794,12655
320231,569030.4,14227,4216,7526
582379,2698099.2,,10135,104208
320236,1151961.6,,26678,13274
582382,1868342.4000000001,47557,24209,34118
582385,934627.2000000001,36229,12394,36998
844538,374092.80000000005,39659,766,12468
320252,710294.4,25200,14589,23399
582396,2257084.8000000003,30105,53815,93353
582408,2601936.0,36510,6926,50481
844562,2811398.4000000004,22397,52291,86048
582419,1604745.6,,22374,10853
844564,807763.2000000001,3227,5440,22433
320278,972518.4,47054,19680,35704
844568,1735555.2000000002,23951,13413,12158
582428,687964.8,13092,1028,26337
582431,480009.60000000003,1915,4808,6642
320290,1754592.0,16575,8474,58006
844581,918960.0,22938,5221,31449
844585,907305.6000000001,25642,13839,9491
844589,1870099.2000000002,43010,23417,47222
582449,126873.6,32761,197,1014
320308,154377.6,1221,3761,880
844599,2404214.4,21049,34436,20285
844600,1377715.2000000002,25743,25924,28817
844603,1672224.0,21205,5256,32123
844604,2485785.6,29098,11798,19151
582462,133660.80000000002,2520,3058,2473
844608,1403260.8,40183,11496,36062
844609,2562624.0,43810,42833,18299
582465,463056.0,43996,9255,11891
320323,1007529.6000000001,37265,20889,24122
320329,1134432.0,13578,4220,36290
844621,2109427.2,10984,33427,50303
582478,2048179.2000000002,30659,25900,16572
844624,1211404.8,14942,27535,30646
582482,1514812.8,27915,27915,56999
582483,1381785.6,39193,1428,54398
582486,2306150.4,22601,32939,79445
320343,1344633.6,13361,1415,24739
582488,1671398.4000000001,17772,39820,22020
844637,824544.0,46632,10506,25574
582494,372364.80000000005,8198,1522,14869
582495,2384611.2,,44494,31638
582504,1475942.4000000001,1395,32040,19704
320361,1022524.8,25557,24228,999
844650,217987.2,32795,4614,3562
844649,792172.8,18353,5660,3086
844654,1350153.6,5442,29415,17154
320366,1495910.4000000001,13481,2786,2888
320368,458227.2,15215,3853,2240
844659,2308416.0,44385,21635,71761
582519,1987315.2000000002,32813,8757,29764
844664,778128.0,1658,11824,5836
844665,2854732.8000000003,,58890,91783
582524,2298201.6,23573,32223,62902
320383,1988064.0,11044,17662,14977
320385,400176.0,44920,5211,4207
582539,2479353.6,17297,60617,55197
582543,1996790.4000000001,14117,11073,58995
582545,1655808.0,30761,5569,38127
844691,1316678.4000000001,5132,12265,30883
582548,599184.0,5843,9484,15304
320405,570806.4,8590,4603,12207
844698,2418700.8000000003,15809,42897,51811
320414,52262.4,12962,456,2055
844705,199171.2,16825,4019,6593
582565,2538134.4000000004,22570,52553,103205
320421,824803.2000000001,,18452,8349
320428,509740.80000000005,37058,8004,7561
582572,1449657.6,3218,34414,40357
844719,846508.8,5236,7432,31365
320434,784848.0,5991,19547,7645
844733,2533977.6,49946,2697,61591
320447,795638.4,679,9569,21869
320448,1272806.4000000001,9492,1797,1211
582594,2574883.2,38013,8023,77697
844745,2759788.8000000003,2269,11371,53542
582606,2085532.8,24292,6563,30724
844754,2205408.0,4111,35489,45651
320466,1896624.0,33941,30675,40649
320467,889862.4,17896,19042,13114
844759,1806499.2000000002,32821,29062,66698
582615,59174.4,18449,191,822
320472,844435.2000000001,27323,12942,29920
320474,2530310.4000000004,5396,29605,48741
320475,943008.0,46203,21390,31643
844764,2795097.6,,2613,84951
582624,619440.0,28216,9144,3699
320483,2013552.0,19061,21151,717
320492,286080.0,13991,1794,1095
320498,563884.8,1612,2499,13447
844787,2717798.4000000004,23672,20177,78196
320503,783782.4,21017,11584,32528
844793,1385040.0,14587,1004,5969
844795,2847081.6,,40310,30697
320510,384873.60000000003,49832,8097,6935
582656,2512176.0,,33443,8155
320517,968448.0,48884,16376,7234
582662,2190259.2,34808,26051,30378
320519,1208841.6,,4307,35858
844805,1821024.0,6405,24799,3161
844810,1953820.8,5693,5321,41722
844812,1247020.8,,20462,25842
320525,1008748.8,5615,1684,10126
320538,2325244.8000000003,31871,31845,11061
320540,310992.0,13370,847,6236
320555,220051.2,39507,4273,8966
844845,1466371.2000000002,18589,8209,24043
320560,1513814.4000000001,18527,19014,15030
844854,2586921.6,3845,51167,84355
320570,2528755.2,,62343,28546
320574,2502835.2,8237,56413,74508
844862,701395.2000000001,12834,16979,17677
320576,175344.0,33813,706,3870
582718,153571.2,29322,1037,6285
320584,257068.80000000002,17228,711,9174
844876,32390.4,27554,34,639
582733,1113590.4000000001,32742,1785,24541
582732,2187456.0,29124,51573,11977
582735,567014.4,38467,9773,2911
582737,974457.6000000001,26465,8141,20926
320600,1696435.2000000002,27478,14292,31867
844890,2040662.4000000001,6594,46604,80523
320606,464256.0,14314,8902,16067
320607,1698508.8,21783,2964,1883
582763,211008.0,36724,1998,3029
320619,2111827.2,10121,39598,801
582766,1207507.2,15475,19559,32558
320628,1553721.6,44891,7577,35205
844920,1712803.2000000002,12883,33477,65002
844921,709315.2000000001,13500,12719,14554
582780,2859734.4000000004,3157,57214,105227
844925,743068.8,47063,16505,24516
582782,823987.2000000001,34652,10588,22175
582783,2037475.2000000002,4231,44495,53612
582784,2234918.4,4726,5857,82490
844930,1542681.6,,32231,35372
844936,939072.0,17044,17760,8515
320654,888537.6000000001,,17765,31194
320656,1439654.4000000001,7315,9849,41835
844945,2225155.2,35887,37575,35369
844948,501686.4,,8129,7402
320661,914534.4,19702,12472,33563
844949,2481417.6,20363,25603,14588
582808,1043740.8,46223,25686,31385
844953,1345478.4000000001,2070,21193,39440
320666,512630.4,43771,6743,18326
844965,1115904.0,649,5643,2752
582822,2529984.0,25084,56046,23017
582825,2417606.4,46125,18464,54134
320682,1528089.6,48050,6148,8753
320683,2139465.6,2830,1600,13884
320686,1982016.0,37744,41007,72800
320687,2306995.2,18802,40035,36273
582831,298732.8,32747,2144,9336
582835,1797619.2000000002,12565,1587,58759
582841,715075.2000000001,17116,16960,3493
582843,420681.60000000003,41789,5656,13750
320700,156009.6,15731,2508,2392
844991,1018675.2000000001,48125,11960,3723
582849,2453539.2,20247,16177,24298
320707,855897.6000000001,2571,18863,33154
844995,557836.8,14772,11701,3513
320711,1815379.2000000002,29966,36341,60901
582856,1796726.4000000001,37088,26918,45415
844999,1881417.6,49015,14663,6162
582860,478281.60000000003,6914,9331,9244
845007,545193.6,9026,3306,6590
320720,1200873.6,,25368,21684
320721,1896057.6,46083,14774,74005
845009,2657568.0,2193,62916,83467
320729,2410742.4,10431,37656,6983
582874,2534467.2,21659,59023,72215
845018,1895011.2000000002,4933,7499,48279
845020,1723891.2000000002,41163,34799,37106
320733,1122902.4000000001,23250,12873,5158
582876,1404796.8,37585,33607,29357
582878,963801.6000000001,47833,12520,33069
845024,1613596.8,33653,2916,65194
320736,2569977.6,40404,13979,44845
845026,1798012.8,32384,16786,9139
845022,2043235.2000000002,2469,39239,54250
845034,2463062.4,22754,4140,101158
582891,2623449.6,33165,7299,71077
845038,1886256.0,11650,36513,64336
582898,1960512.0,9064,23700,67638
845046,2094115.2000000002,28893,11783,65493
582902,407232.0,,3090,12992
320760,1582243.2000000002,35139,10198,330
320762,816182.4,37527,909,7297
582907,2487081.6,13656,52846,84939
582908,1993065.6,32722,35855,48180
320767,1904380.8,9296,19068,50900
582915,1409356.8,,15298,25476
845060,2345587.2,3706,51267,22424
320771,1843478.4000000001,12193,11759,28840
845064,629318.4,46956,12210,24605
845066,2643264.0,2816,19504,39378
845073,2579558.4000000004,1245,36207,8140
320786,1847990.4000000001,7423,3491,4948
845077,1358304.0,31327,2179,43871
582934,2124124.8000000003,7414,15112,75577
582938,1066694.4000000001,48668,25576,40086
320802,1655961.6,12251,24665,54782
582949,2168985.6,42074,53795,15638
845094,1578345.6,6746,169,46887
320807,1296777.6,36263,853,14772
582962,927849.6000000001,,3041,7651
582964,1080931.2,9788,17133,35370
320821,1065936.0,2598,12424,9101
582968,396134.4,37553,6770,2213
582970,142963.2,977,1225,4729
582973,2561894.4000000004,21897,46828,38759
320830,942057.6000000001,34568,17159,25419
845118,2257161.6,49157,21724,76814
845129,56140.8,26126,901,1509
582991,694214.4,37500,16642,22064
320855,544032.0,,4350,8727
583000,2717798.4000000004,5071,37313,88724
583001,471734.4,29991,649,7863
320860,2361849.6,17389,25238,49579
320866,578601.6,26525,8293,11623
583017,962649.6000000001,34199,17368,27269
845164,1594713.6,38175,1329,34544
320878,2423481.6,16463,21742,27544
845167,1949212.8,39071,38791,26715
845171,2579932.8000000003,6737,48042,27071
845174,228259.2,,3233,5893
583037,1027152.0,42931,6502,14244
583040,97968.0,23168,1932,3055
320896,503760.0,48117,8635,20427
320900,851366.4,7016,1294,15386
845189,1700352.0,33620,1680,16964
583047,981465.6000000001,2797,9710,19215
320904,410659.2,,7588,10687
845191,1948550.4000000001,9974,25525,61134
320908,1090982.4000000001,29273,17787,31627
845197,2669932.8000000003,10785,38454,34599
583058,1797110.4000000001,27965,21485,7404
845209,2547004.8000000003,35748,61248,50688
320923,427420.80000000005,33502,7874,2345
583069,2800886.4000000004,8687,8836,108217
845213,2110867.2,41398,41831,9200
845215,1002883.2000000001,3780,19663,22161
583070,330633.60000000003,9715,7154,9990
845217,1286976.0,31551,25323,35144
583077,1941427.2000000002,,40586,35792
320945,2856624.0,10452,29607,9922
320948,616896.0,7681,9174,9454
583095,2524617.6,31140,6287,14287
320951,574569.6,37750,3969,11467
583100,616300.8,29220,3818,19797
583102,1595299.2000000002,19806,26150,1433
845251,2036937.6,18475,14538,84163
583107,2151292.8000000003,42741,19576,53231
320963,2653411.2,26845,22927,99677
845254,1064160.0,49960,15943,18817
320969,1676448.0,34673,9149,5724
845257,433593.60000000003,43651,8130,7641
320971,1386364.8,32191,9437,28450
583119,1106515.2,33240,23402,22852
845264,2723116.8000000003,32555,23453,63238
845265,1329705.6,42588,31909,22950
320978,2194185.6,36657,34263,661
320988,2778326.4000000004,14786,25484,109883
320989,2849558.4000000004,35432,25959,35005
845280,2026732.8,43524,50474,40073
583138,1626086.4000000001,7856,29181,60872
320996,969542.4,26047,8467,11515
583141,357955.2,21157,5249,10272
583145,2701430.4000000004,32178,53813,60534
583150,1828646.4000000001,14134,9905,13560
845299,2168630.4,17646,2838,58749
321011,2461881.6,43072,41782,40851
845302,557280.0,40132,12406,312
845312,677587.2000000001,29709,14041,9275
845315,2570832.0,,39992,69457
321033,2356694.4,36015,24733,88001
583177,2048438.4000000001,18826,42388,68160
321036,2098982.4,,23579,2302
845325,97603.20000000001,49960,794,2462
583188,668275.2000000001,11214,11734,24787
321050,2745340.8000000003,3473,55032,51816
583199,899865.6000000001,15707,13919,8532
321056,1801776.0,18834,14343,27865
321057,1079856.0,29969,5409,2632
321058,2287392.0,37300,57071,12278
321064,1439462.4000000001,17803,26947,46510
583209,2077564.8,2707,11648,19996
845354,2698656.0,2235,25780,92366
845355,1546905.6,16114,22557,2591
583219,2137804.8000000003,40895,47716,24970
845366,2719084.8000000003,635,28065,83705
845367,1468752.0,,24427,23324
583223,2370307.2,19062,169,46998
583225,508992.0,48349,2146,17365
321082,2729203.2,2716,38452,12323
583226,2399702.4,22816,37685,99048
845369,388944.0,4533,4409,13718
845374,2767027.2,43061,55960,91796
583236,2028441.6,48704,30037,25221
845380,1785273.6,23292,15260,63010
845381,57801.600000000006,38229,353,1052
845384,1483017.6,34479,4730,6245
583242,2405520.0,13315,27584,92664
845387,2582707.2,23227,1442,92775
583243,1081536.0,14176,24956,29302
845389,1006473.6000000001,4696,2352,25508
321102,1875945.6,40959,22806,73003
845390,703257.6000000001,12911,14719,13134
583252,2669520.0,38265,22782,17356
321112,2241417.6,31980,9767,47576
321118,588211.2000000001,19853,214,3614
321121,228355.2,18322,4943,1071
845409,676752.0,19480,7277,10352
583269,1997990.4000000001,12721,19521,82609
321134,2655292.8000000003,40183,3504,74255
845422,436531.2,37781,5905,5220
583278,1194652.8,28588,12717,12409
583282,1877452.8,13881,4758,26130
321141,608668.8,11663,735,5796
583289,78816.0,5007,966,1630
845447,252499.2,19374,5000,1875
583305,213350.40000000002,49470,1883,1661
583308,295833.60000000003,22445,708,8877
321167,1047129.6000000001,39548,6169,38024
583315,2180044.8000000003,36489,40739,22988
321173,2578204.8000000003,8328,16421,36003
583321,880396.8,3618,12604,3062
583327,2563708.8000000003,22477,58979,78787
845476,988041.6000000001,45180,19753,24404
845478,2132860.8000000003,,9635,60962
321193,910080.0,7672,10578,21101
583341,198566.40000000002,35096,3977,8222
845487,2374819.2,49275,54296,91776
583347,778531.2000000001,,7166,15004
845493,207686.40000000002,19810,2991,292
583351,2241494.4,46805,40458,30036
321213,2542262.4000000004,34347,15279,41259
321214,710956.8,35545,14031,2745
321220,32246.4,38200,120,132
